C2,C3,C4,C5,C6,C7,C8,Car,Car Name,Game,Gran Turismo 5,Gran Turismo 6,Gran Turismo 7,Main Series,NTSC-J,NTSC-J (menus),NTSC-J (race),NTSC-U,NTSC-U (menus),NTSC-U (race),NTSC-U and PAL (menus),NTSC-U and PAL (race),Other,Other games,PAL,Prologues/Concepts,Region,URL
,,,,,,,,Volkswagen Golf I GTI '76,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Golf_I_GTI_%2776
,,,,,,,,"RUF CTR ""Yellow Bird"" '87",,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/RUF_CTR_%22Yellow_Bird%22_%2787
,,,,,,,Picture,Hudson,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Hudson
,,,,,,,,Honda INTEGRA TYPE R (DC2) '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_INTEGRA_TYPE_R_(DC2)_%2799
,,,,,,,,Honda LIFE STEP VAN '72,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_LIFE_STEP_VAN_%2772
,,,,,,,,Suzuki ALTO WORKS RS-Z '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_ALTO_WORKS_RS-Z_%2797
,,,,,,,,Mercedes-Benz SL 500 (R129) '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mercedes-Benz_SL_500_(R129)_%2798
,,,,,,,,Alfa Romeo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo
,,,,,,,,Subaru LEGACY B4 Blitzen '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_LEGACY_B4_Blitzen_%2700
,,,,,,,,Red Bull X2014 Fan Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Red_Bull_X2014_Fan_Car
,,,,,,,Picture,Fisker,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fisker
,,,,,,,,Plymouth Cuda 440 Six Pack '71,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Plymouth_Cuda_440_Six_Pack_%2771
,,,,,,,,Honda NSX Type R '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_Type_R_%2702
,,,,,,,,Shelby,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Shelby
,,,,,,,,Red Bull X2010 S.Vettel,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Red_Bull_X2010_S.Vettel
,,,,,,,,Pontiac Tempest Le Mans GTO '64,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pontiac_Tempest_Le_Mans_GTO_%2764
,,,,,,,Picture,MG,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/MG
,,,,,,,,Jaguar XJR-9 '88,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_XJR-9_%2788
,,,,,,,,Honda NSX '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_%2797
,,,,,,,,Toyota Supra RZ '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_SUPRA_RZ_%2797
,,,,,,,,Nissan SILVIA K's Dia Selection (S13) '90,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_K%27s_Dia_Selection_(S13)_%2790
,,,,,,,,Cizeta V16T '94,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Cizeta_V16T_%2794
,,,,,,,,Audi A4 Touring Car '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_A4_Touring_Car_%2704
,,,,,,,,Nissan SILVIA spec-R AERO (S15) '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_spec-R_AERO_(S15)_%2702
,,,,,,,Picture,Monster Sport,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Monster_Sport
,,,,,,,,Chevrolet Camaro SS '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Camaro_SS_%2710
,,,,,,,,Peugeot 106 S16 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_106_S16_%2703
,,,,,,,,Mitsubishi GTO Twin Turbo '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_GTO_Twin_Turbo_%2796
,,,,,,,,Subaru IMPREZA Touring Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_IMPREZA_Touring_Car
,,,,,,,,Fiat Punto HGT Abarth '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fiat_Punto_HGT_Abarth_%2700
,,,,,,,,BMW M3 Coupé Chrome Line,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_M3_Coup%C3%A9_Chrome_Line
,,,,,,,,Toyota PRIUS G '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_PRIUS_G_%2709
,,,,,,,,Peugeot 908 HDi FAP - Team Oreca Matmut '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_908_HDi_FAP_-_Team_Oreca_Matmut_%2710
,,,,,,,,Mazda RX-8 Type E '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_RX-8_Type_E_%2703
,,,,,,,,2013 Aric Almirola #43 Farmland FORD FUSION,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2013_Aric_Almirola_%E2%99%AF43_Farmland_FORD_FUSION
,,,,,,,,Chevrolet Chaparral 2X Vision Gran Turismo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Chaparral_2X_Vision_Gran_Turismo
,,,,,,,Picture,Spoon,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Spoon
,,,,,,,,Lancia Delta HF Integrale Evoluzione '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lancia_DELTA_HF_Integrale_Evoluzione_%2791
,,,,,,,,Bugatti Veyron 16.4 '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Bugatti_Veyron_16.4_%2713
,,,,,,,,Renault Sport Mégane R.S. Trophy '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Sport_M%C3%A9gane_R.S._Trophy_%2711
,,,,,,,,Renault Sport Clio V6 24V '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Sport_Lutecia_V6_24V_%2701
,,,,,,,,Fisker Karma EcoSport '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fisker_Karma_EcoSport_%2712
,,,,,,,,Audi R18 TDI '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_R18_TDI_(Audi_Sport_Team_Joest)_%2711
,,,,,,,,Honda TAKATA DOME NSX '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_TAKATA_DOME_NSX_%2706
,,,,,,,,Lexus IS F CCS-R '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_IS_F_CCS-R_%2711
,,,,,,,,Audi TT Coupe 3.2 quattro '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_TT_Coupe_3.2_quattro_%2707
,,,,,,,,Mazda RX-8 Type S '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_RX-8_Type_S_%2707
,,,,,,,,Toyota MR2 GT-S '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_MR2_GT-S_%2797
,,,,,,,,Ford Mustang V8 GT Coupe Premium '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ford_Mustang_V8_GT_Coupe_Premium_%2707
,,,,,,,,Infiniti Coupe Concept '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Infiniti_Coupe_Concept_%2706
,,,,,,,,Jaguar S-TYPE R '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_S-TYPE_R_%2702
,,,,,,,,Pagani Huayra '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pagani_Huayra_%2713
,,,,,,,,Mitsubishi Lancer Evolution III GSR '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_III_GSR_%2795
,,,,,,,,Pagani Zonda R '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pagani_Zonda_R_%2709
,,,,,,,,Nissan Skyline GTS-R (R31) '87,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GTS-R_(R31)_%2787
,,,,,,,,Lexus IS F '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_IS_F_%2707
,,,,,,,,Mazda Eunos Roadster V-Special Type II (NA) '93,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Eunos_Roadster_V-Special_Type_II_(NA)_%2793
,,,,,,,,Jaguar XK Coupe Luxury '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_XK_Coupe_Luxury_%2707
,,,,,,,,2013 Tony Stewart #14 Bass Pro Shops CHEVROLET SS,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2013_Tony_Stewart_%E2%99%AF14_Bass_Pro_Shops_CHEVROLET_SS
,,,,,,,,2011 Brian Vickers #83 Red Bull TOYOTA CAMRY,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Brian_Vickers_%E2%99%AF83_Red_Bull_TOYOTA_CAMRY
,,,,,,,,Honda NSX '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_%2701
,,,,,,,,Aston Martin V12 Vantage '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Aston_Martin_V12_Vantage_%2710
,,,,,,,,Toyota STARLET Glanza V '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_STARLET_Glanza_V_%2797
,,,,,,,,Vauxhall VX220 Turbo '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Vauxhall_VX220_Turbo_%2700
,,,,,,,,Honda CR-X del Sol SiR '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_CR-X_del_Sol_SiR_%2792
,,,,,,,,Opera Performance S2000 '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Opera_Performance_S2000_%2704
,,,,,,,,Volkswagen Scirocco GT24 Base Model '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Scirocco_GT24_Base_Model_%2708
,,,,,,,,Chevrolet Camaro Z28 Coupe '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Camaro_Z28_Coupe_%2797
,,,,,,,,Honda ACCORD Coupe '88,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_ACCORD_Coupe_%2788
,,,,,,,,Mazda Axela 23S '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Axela_23S_%2703
,,,,,,,,Subaru IMPREZA Sedan WRX STI spec C Type RA '05,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_IMPREZA_Sedan_WRX_STI_spec_C_Type_RA_%2705
,,,,,,,,Suzuki Cappuccino (EA11R) '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_Cappuccino_(EA11R)_%2791
,,,,,,,,Nissan Fairlady Z 300ZX Version R TwinTurbo 2by2 (Z32) '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_Fairlady_Z_300ZX_Version_R_TwinTurbo_2by2_(Z32)_%2798
,,,,,,,,Mazda Roadster 1800 RS (NB) '00,,,,,,ロードスター RS,,,Mazda MX-5 Miata LS,,,,,,,Mazda MX-5 1.8i,,Name,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_1800_RS_(NB,_J)_%2700"
,,,,,,,,Honda NSX-R Prototype LM Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX-R_Prototype_LM_Race_Car
,,,,,,,,Honda BEAT Version F '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_BEAT_Version_F_%2792
,,,,,,,,Honda INSIGHT LS '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_INSIGHT_LS_%2709
,,,,,,,,AMG Mercedes 190 E 2.5 - 16 Evolution II '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/AMG_Mercedes_190_E_2.5_-_16_Evolution_II_%2792
,,,,,,,,Pozzi MotorSports Camaro RS,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pozzi_MotorSports_Camaro_RS
,,,,,,,,Ferrari GTO '84,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ferrari_GTO_%2784
,,,,,,,,Toyota ALTEZZA RS200 '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_ALTEZZA_RS200_%2798
,,,,,,,Picture,Scion,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Scion
,,,,,,,,Holden Monaro CV8 '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Holden_Monaro_CV8_%2704
,,,,,,,,Alfa Romeo Giulia Sprint Speciale '63,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_Giulia_Sprint_Speciale_%2763
,,,,,,,,Nissan Fairlady Z 300ZX Version S TwinTurbo 2seater (Z32) '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_300ZX_2seater_(Z32)_%2798
,,,,,,,,Ford GT LM Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ford_GT_LM_Race_Car
,,,,,,,,Honda S2000 '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_S2000_%2701
,,,,,,,,Nissan SKYLINE GT-R V • spec (R32) '93,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_V_%E2%80%A2_spec_(R32)_%2793
,,,,,,,,Volkswagen Lupo GTI '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Lupo_GTI_%2701
,,,,,,,,Audi Sport quattro S1 Rally Car '86,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_Sport_quattro_S1_Rally_Car_%2786
,,,,,,,,2011 Kyle Busch #18 M&M'S® TOYOTA CAMRY,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Kyle_Busch_%E2%99%AF18_M%26M%27S%C2%AE_TOYOTA_CAMRY
,,,,,,,,Audi R8 LMS '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_R8_LMS_%2709
,,,,,,,,Bugatti,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Bugatti
,,,,,,,,Honda ARTA NSX '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_ARTA_NSX_%2706
,,,,,,,,"Toyota 86 ""Racing"" '13",,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_86_%22Racing%22_%2713
,,,,,,,,Mitsubishi Lancer Evolution VIII RS '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_VIII_RS_%2703
,,,,,,,,Subaru S206 NBR CHALLENGE PACKAGE '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_S206_NBR_CHALLENGE_PACKAGE_%2712
,,,,,,,,Lotus Esprit V8 SE '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Esprit_V8_SE_%2798
,,,,,,,,Nissan Silvia Q's (S13) '88,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_Q%27s_(S13)_%2788
,,,,,,,,Peugeot 205 Turbo 16 Rally Car '85,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_205_Turbo_16_Rally_Car_%2785
,,,,,,,,Mitsubishi Lancer Evolution VI RS TOMMI MAKINEN EDITION '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_VI_RS_TOMMI_MAKINEN_EDITION_%2700
,,,,,,,,Mitsubishi Lancer Evolution VII GT-A '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_VII_GT-A_%2702
,,,,,,,,BMW M3 CSL '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_M3_CSL_%2703
,,,,,,,,NISMO 400R '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/NISMO_400R_%2796
,,,,,,,,Lotus Elan S1 '62,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Elan_S1_%2762
,,,,,,,,Nissan PENNZOIL Nismo GT-R '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_PENNZOIL_Nismo_GT-R_%2799
,,,,,,,,Scion FR-S '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Scion_FR-S_%2712
,,,,,,,,Lotus Elise 111R Race Car '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Elise_111R_RM_%2704
,,,,,,,,RUF RGT '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/RUF_RGT_%2700
,,,,,,,,Toyota SERA '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_SERA_%2792
,,,,,,,,Honda HSV-010 GT Base Model '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_HSV-010_GT_Base_Model_%2712
,,,,,,,,Daihatsu STORIA X4 '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Daihatsu_STORIA_X4_%2700
,,,,,,,,Alfa Romeo 147 GTA '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_147_GTA_%2702
,,,,,,,,Subaru IMPREZA Sport Wagon STi (Type-I) '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_IMPREZA_Sport_Wagon_STi_(Type-I)_%2700
,,,,,,,,Chevrolet Camaro SS Touring Car '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Camaro_SS_RM_%2710
,,,,,,,,Alfa Romeo GT 3.2 V6 24V '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_GT_3.2_V6_24V_%2704
,,,,,,,,Nissan Fairlady Z 300ZX (Z31) '83,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_Fairlady_Z_300ZX_(Z31)_%2783
,,,,,,,,Mazda 787B Stealth Model,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_787B_Stealth_Model
,,,,,,,,Nissan GT-R SpecV '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_GT-R_SpecV_%2709
,,,,,,,,Hyundai Accent Rally Car '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Hyundai_Accent_Rally_Car_%2701
,,,,,,,,Audi TTS Coupé '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_TTS_Coupe_%2709
,,,,,,,,Honda PRELUDE Type S '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_PRELUDE_Type_S_%2796
,,,,,,,,Nissan SKYLINE GT-R (R33) '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_(R33)_%2796
,,,,,,,,Fiat,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fiat
,,,,,,,,Honda RAYBRIG HSV-010 '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_RAYBRIG_HSV-010_%2712
,,,,,,,,Buick GNX '87,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Buick_GNX_%2787
,,,,,,,,Nissan R92CP '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_R92CP_%2792
,,,,,,,,Mazda Roadster 1600 NR-A (NB) '04,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_Miata_1600_NR-A_(NB,_J)_%2704"
,,,,,,,,Hyundai Genesis Coupe 3.8 Track '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Hyundai_Genesis_Coupe_3.8_Track_%2713
,,,,,,,,Honda NSX '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_%2799
,,,,,,,,Audi S4 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_S4_%2703
,,,,,,,,Chevrolet Corvette C7 Test Prototype '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Corvette_C7_Test_Prototype_%2712
,,,,,,,,Cadillac CTS-V Coupe '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Cadillac_CTS-V_Coupe_%2711
,,,,,,,,TVR,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/TVR
,,,,,,,,AC Cars 427 S/C '66,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/AC_Cars_427_S/C_%2766
,,,,,,,,Hyundai,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Hyundai
,,,,,,,Picture,Saleen,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Saleen
,,,,,,,,Honda S2000 LM Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_S2000_LM_Race_Car
,,,,,,,,Nissan BLUEBIRD Hardtop 1800SSS (910) '79,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_BLUEBIRD_Hardtop_1800SSS_(910)_%2779
,,,,,,,,Subaru LEGACY Touring Wagon 3.0R '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_LEGACY_Touring_Wagon_3.0R_%2703
,,,,,,,,Lotus Elise '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Elise_%2796
,,,,,,,,Toyota 86 GT '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_86_GT_%2712
,,,,,,,,Suzuki WAGON R RR '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_WAGON_R_RR_%2798
,,,,,,,,DeltaWing sponsored by Nissan at LeMans 2012,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/DeltaWing_sponsored_by_Nissan_at_LeMans_2012
,,,,,,,,Nissan SKYLINE GT-R V • spec II (R32) '94,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_V_%E2%80%A2_spec_II_(R32)_%2794
,,,,,,,,Honda weider HSV-010 '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_weider_HSV-010_%2711
,,,,,,,,Mazda Roadster RS (NC) '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Roadster_RS_(NC)_%2707
,,,,,,,,Shelby Cobra 427 S/C Chrome Line,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Shelby_Cobra_427_S/C_Chrome_Line
,,,,,,,,Audi RS 6 '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_RS_6_%2702
,,,,,,,,Honda NSX-R Concept '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX-R_Concept_%2701
,,,,,,,,Daihatsu Copen Detachable Top '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Daihatsu_Copen_Detachable_Top_%2702
,,,,,,,,Ford GT '05,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ford_GT_%2705
,,,,,,,,Chrysler PT Cruiser '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chrysler_PT_Cruiser_%2700
,,,,,,,,Renault Sport Clio V6 Phase 2 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Sport_Clio_V6_Phase_2_%2703
,,,,,,,,RUF BTR '86,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/RUF_BTR_%2786
,,,,,,,,Chaparral,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chaparral
,,,,,,,,Chevrolet Corvette Stingray (C7) '14,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Corvette_Stingray_(C7)_%2714
,,,,,,,Picture,Cadillac,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Cadillac
,,,,,,,,Toyota Supra 3.0GT Turbo A '88,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_SUPRA_3.0GT_Turbo_A_%2788
,,,,,,,,Toyota VOLTZ S '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_VOLTZ_S_%2702
,,,,,,,,Toyota ARISTO V300 Vertex Edition '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_ARISTO_V300_Vertex_Edition_%2700
,,,,,,,,Abarth,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Abarth
,,,,,,,,Nissan SKYLINE GT-R M • spec Nür (R34) '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_M_%E2%80%A2_spec_N%C3%BCr_(R34)_%2702
,,,,,,,,Audi R8 LMS - Team Oreca '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_R8_LMS_-_Team_Oreca_%2710
,,,,,,,,Subaru LEGACY Touring Wagon 2.0GT spec.B '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_LEGACY_Touring_Wagon_2.0GT_spec.B_%2703
